title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,listing_mode,scraped_date,url
Dha Multan Sector V,PKR 80 Thousand,80000,4,5,8 Marla,1800.0,44,House,True,25,25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_v_dha_multan_sector_v-53575708-14321-4.html
6 Marla House For Rent In Beautiful DHA Villas,PKR 75 Thousand,75000,3,4,6 Marla,1350.0,55,House,True,5,5VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_villas_6_marla_house_for_rent_in_beautiful_dha_villas-54195635-14018-4.html
Pc Colony House Is Available For Rent,PKR 80 Thousand,80000,4,4,10 Marla,2250.0,35,House,True,7,7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_pearl_city_pc_colony_house_is_available_for_rent-54375968-9412-4.html
Stunning 350 S/Y House In Cantt Available,PKR 1 Lakh,100000,4,4,14 Marla,3150.0,31,House,True,18,18VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_cantt_stunning_350_s_y_house_in_cantt_available-50501903-583-4.html
Brand New House For Rent,PKR 95 Thousand,95000,4,5,14 Marla,3150.0,30,House,True,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_air_force_officers_housing_scheme_brand_new_house_for_rent-50498208-16169-4.html
"*10 Marla Brand New Most Beautiful House for Rent!!*   Location: Near Model Town, Multan",PKR 1.4 Lakh,140000,5,6,10 Marla,2250.0,62,House,True,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_model_town_10_marla_brand_new_most_beautiful_house_for_rent_location_near_model_town_multan-54425373-1147-4.html
10 Marla New House For Rent,PKR 1.15 Lakh,114999,4,5,10 Marla,2250.0,51,House,False,1,1Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_b1_10_marla_new_house_for_rent-54506944-14300-4.html
1 Kanal Newly Built House For Rent,PKR 2 Lakh,200000,5,6,1 Kanal,4500.0,44,House,False,4,hot4Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_phase_1_1_kanal_newly_built_house_for_rent-54146994-15631-4.html
20 Marla Brand New Most Luxurious House Available For Rent in Model Town B Block,PKR 1.95 Lakh,195000,5,6,1 Kanal,4500.0,43,House,False,19,hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/model_town_model_town_-_block_b_20_marla_brand_new_most_luxurious_house_available_for_rent_in_model_town_b_block-54409933-5773-4.html
6 Mrla Double Storey Kothi For Rent,PKR 65 Thousand,65000,4,5,6 Marla,1350.0,48,House,False,25,hot25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_rasheedabad_6_mrla_double_storey_kothi_for_rent-54404551-8690-4.html
Prime Location 10 Marla House In Central Bosan Road For rent,PKR 1.2 Lakh,120000,5,5,10 Marla,2250.0,53,House,False,7,7VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_bosan_road_prime_location_10_marla_house_in_central_bosan_road_for_rent-54492727-5705-4.html
Askari 3 Dha Multan House,PKR 75 Thousand,75000,3,4,6 Marla,1350.0,55,House,True,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_askari_3_askari_3_dha_multan_house-54234207-17156-4.html
Prime Location 5 Marla House For rent In Northern Bypass,PKR 55 Thousand,55000,4,4,5 Marla,1125.0,48,House,False,8,8VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_northern_bypass_prime_location_5_marla_house_for_rent_in_northern_bypass-54439506-8731-4.html
Prominently-Located Prime Location House Available In Wapda Town Phase 2 For rent,PKR 57 Thousand,57000,4,4,5 Marla,1125.0,50,House,False,8,8VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_prominently-located_prime_location_house_available_in_wapda_town_phase_2_for_rent-53834865-5825-4.html
Get In Touch Now To Buy A 14 Marla House In Buch Executive Villas,PKR 1.9 Lakh,190000,5,5,14 Marla,3150.0,60,House,False,14,14VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_get_in_touch_now_to_buy_a_14_marla_house_in_buch_executive_villas-54508351-8627-4.html
Brand New 5 Marla House For Rent In Buch Villas Phase 2 - Manik Block Multan,PKR 1 Lakh,100000,4,5,5 Marla,1125.0,88,House,False,14,14VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/buch_executive_villas_phase_2_buch_villas_phase_2_-_manik_block_brand_new_5_marla_house_for_rent_in_buch_villas_phase_2_-_manik_block_multan-54508335-22186-4.html
Brand New 1687 Square Feet House For Rent In Buch Executive Villas Buch Executive Villas,PKR 1.3 Lakh,130000,5,5,7.5 Marla,1687.5,77,House,False,5,5VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_1687_square_feet_house_for_rent_in_buch_executive_villas_buch_executive_villas-54508331-8627-4.html
Brand New 10 Marla House For rent In Buch Villas Phase 2 - Manik Block Multan,PKR 1.6 Lakh,160000,5,6,10 Marla,2250.0,71,House,False,13,13VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/buch_executive_villas_phase_2_buch_villas_phase_2_-_manik_block_brand_new_10_marla_house_for_rent_in_buch_villas_phase_2_-_manik_block_multan-54508333-22186-4.html
Brand New 5 Marla House Available In Buch Executive Villas For Rent,PKR 90 Thousand,90000,4,4,5 Marla,1125.0,80,House,False,12,12VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_5_marla_house_available_in_buch_executive_villas_for_rent-54508330-8627-4.html
Brand New 5 Marla House Available In Royal Orchard For Rent,PKR 80 Thousand,80000,3,3,5 Marla,1125.0,71,House,False,9,9VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_public_school_road_royal_orchard_brand_new_5_marla_house_available_in_royal_orchard_for_rent-54508329-9492-4.html
5 Marla Ultra Modern Spanish Double Storey House Available For Rent,PKR 80 Thousand,80000,4,5,6 Marla,1350.0,59,House,True,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_bahadurpur_5_marla_ultra_modern_spanish_double_storey_house_available_for_rent-53977696-8620-4.html
5 Marla Brand New Triple Storey House Available For Rent In Buch Villas Multan,PKR 80 Thousand,80000,4,5,5 Marla,1125.0,71,House,True,34,34Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_triple_storey_house_available_for_rent_in_buch_villas_multan-53325648-8627-4.html
A Great Choice For A Prime Location 6 Marla House Available In DHA Villas,PKR 80 Thousand,80000,4,4,6 Marla,1350.0,59,House,False,5,5VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_villas_a_great_choice_for_a_prime_location_6_marla_house_available_in_dha_villas-54503545-14018-4.html
Buying A Prime Location House In Buch Executive Villas?,PKR 65 Thousand,65000,3,4,5 Marla,1125.0,57,House,False,8,8VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_buying_a_prime_location_house_in_buch_executive_villas-53238890-8627-4.html
Prime Location 5 Marla House For Rent In Multan Public School Road,PKR 50 Thousand,50000,4,4,5 Marla,1125.0,44,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_multan_public_school_road_prime_location_5_marla_house_for_rent_in_multan_public_school_road-54068196-8902-4.html
Double Storey 10 Marla House For rent In Wapda Town Phase 2 Multan,PKR 1.5 Lakh,150000,5,5,10 Marla,2250.0,66,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_double_storey_10_marla_house_for_rent_in_wapda_town_phase_2_multan-54509153-5825-4.html
Main Road Facing House,PKR 65 Thousand,65000,3,3,9.6 Marla,2160.0,30,House,False,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_rasheedabad_main_road_facing_house-54499603-8690-4.html
10 Marla Beautiful House For Rent In Buch Villas Multan,PKR 1.55 Lakh,155000,5,6,10 Marla,2250.0,68,House,False,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_beautiful_house_for_rent_in_buch_villas_multan-54021784-8627-4.html
6.5 Marla Fully Furnished House For Rent In Buch Villas Multan,PKR 1.2 Lakh,120000,4,6,6 Marla,1350.0,88,House,False,19,19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_6_5_marla_fully_furnished_house_for_rent_in_buch_villas_multan-54323999-8627-4.html
5 Marla Brand New House Available For Rent Buch Executive Villas Multan Manik Block,PKR 90 Thousand,90000,4,5,5 Marla,1125.0,80,House,False,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/buch_executive_villas_phase_2_buch_villas_phase_2_-_manik_block_5_marla_brand_new_house_available_for_rent_buch_executive_villas_multan_manik_block-54310345-22186-4.html
On Nawabpur Road 10 Marla Upper Portion Available,PKR 37 Thousand,37000,3,4,10 Marla,2250.0,16,House,True,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_gulgasht_colony_on_nawabpur_road_10_marla_upper_portion_available-54496197-664-4.html
5 Marla Triple Story Brand House For Rent In Buch Executive Villas Multan,PKR 80 Thousand,80000,4,5,5 Marla,1125.0,71,House,True,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_triple_story_brand_house_for_rent_in_buch_executive_villas_multan-54077285-8627-4.html
Sector B1 10 Marla House Available For Rent @100,PKR 1 Lakh,100000,4,5,10 Marla,2250.0,44,House,False,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_b1_sector_b1_10_marla_house_available_for_rent_100-54231392-14300-4.html
9 Marla Full Furnished Villa Available For Rent,PKR 1.25 Lakh,125000,4,5,9 Marla,2025.0,61,House,False,7,7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_villas_9_marla_full_furnished_villa_available_for_rent-54475279-14018-4.html
Back Of Main 6 Marla House For Rent In Serene Villas,PKR 70 Thousand,70000,4,4,6 Marla,1350.0,51,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/jinnah_avenue_serene_villas_back_of_main_6_marla_house_for_rent_in_serene_villas-54443085-22097-4.html
Double Storey 7 Marla House Available In Wapda Town Phase 1 - Block E For Rent,PKR 85 Thousand,85000,4,5,7 Marla,1575.0,53,House,False,5,5VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_double_storey_7_marla_house_available_in_wapda_town_phase_1_-_block_e_for_rent-54449225-14204-4.html
05 Marla Ultra Luxurious Designer House For Rent In Buch Executive Villas Multan,PKR 62 Thousand,62000,4,5,5 Marla,1125.0,55,House,True,27,27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_rent_in_buch_executive_villas_multan-53235796-8627-4.html
10 Marla Ultra Luxurious Designer House For Rent In Buch Executive Villas Multan,PKR 90 Thousand,90000,6,6,10 Marla,2250.0,40,House,True,26,26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_luxurious_designer_house_for_rent_in_buch_executive_villas_multan-53244942-8627-4.html
Prime Location 5 Marla House In Only Rs. 75000,PKR 75 Thousand,75000,4,5,5 Marla,1125.0,66,House,True,32,32Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_public_school_road_royal_orchard_prime_location_5_marla_house_in_only_rs_75000-53255344-9492-4.html
A Prime Location 5 Marla House Located In Buch Executive Villas Is Available For Rent,PKR 65 Thousand,65000,4,5,5 Marla,1125.0,57,House,True,38,38Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_a_prime_location_5_marla_house_located_in_buch_executive_villas_is_available_for_rent-53255343-8627-4.html
Prime Location 10 Marla House For Rent In Buch Executive Villas,PKR 1.15 Lakh,114999,6,6,10 Marla,2250.0,51,House,True,39,39Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_10_marla_house_for_rent_in_buch_executive_villas-53255342-8627-4.html
05 Marla Ultra Luxurious Designer House For Rent In Buch Executive Villas Multan,PKR 70 Thousand,70000,4,5,5 Marla,1125.0,62,House,True,38,38Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_rent_in_buch_executive_villas_multan-53367045-8627-4.html
05 Marla Ultra Luxurious Designer House For Rent In Buch Executive Villas Multan,PKR 65 Thousand,65000,4,5,5 Marla,1125.0,57,House,True,30,30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_rent_in_buch_executive_villas_multan-53355868-8627-4.html
4 Marla Triple Storey Most Luxury Design House For Rent In Buch Executive Villa Multan,PKR 75 Thousand,75000,4,5,4 Marla,900.0,83,House,True,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_4_marla_triple_storey_most_luxury_design_house_for_rent_in_buch_executive_villa_multan-53378162-8627-4.html
5 Marla Triple Story Most Luxury Design House For Rent in Buch Executive Villa Multan,PKR 75 Thousand,75000,5,6,5 Marla,1125.0,66,House,True,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_triple_story_most_luxury_design_house_for_rent_in_buch_executive_villa_multan-53378133-8627-4.html
9 Marla Brand New Spanish Design House Available For Rent In Buch Executive Villa,PKR 1.35 Lakh,135000,5,6,9 Marla,2025.0,66,House,True,18,18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_brand_new_spanish_design_house_available_for_rent_in_buch_executive_villa-53675061-8627-4.html
A Prime Location House Of 10 Marla House Available In Buch Executive Villas,PKR 1.35 Lakh,135000,5,6,10 Marla,2250.0,60,House,True,50,50VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_a_prime_location_house_of_10_marla_house_available_in_buch_executive_villas-52311567-8627-4.html
Fully Furnished 6 Marla Beautiful House Available For Rent,PKR 1.4 Lakh,140000,5,5,6 Marla,1350.0,103,House,True,23,23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_fully_furnished_6_marla_beautiful_house_available_for_rent-54274618-8627-4.html
Brand New Luxury Villas Available For Rent,PKR 1.55 Lakh,155000,6,6,10 Marla,2250.0,68,House,True,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_luxury_villas_available_for_rent-54446925-19719-4.html
5 Marla Brand New Double Storey House Available For Rent,PKR 60 Thousand,60000,4,5,5 Marla,1125.0,53,House,False,28,28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_model_town_5_marla_brand_new_double_storey_house_available_for_rent-54181102-1147-4.html
Prime Location 12 Marla House In Stunning DHA Villas Is Available For Rent,PKR 1 Lakh,100000,4,5,12 Marla,2700.0,37,House,False,23,23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_villas_prime_location_12_marla_house_in_stunning_dha_villas_is_available_for_rent-54168958-14018-4.html
5 Marla Beautiful House For Rent In Buch Villas,PKR 75 Thousand,75000,4,5,5 Marla,1125.0,66,House,True,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_house_for_rent_in_buch_villas-52340020-8627-4.html
Full Furnished 5 Marla Double Storey House Available For Rent In Model Town Multan,PKR 60 Thousand,60000,2,3,6 Marla,1350.0,44,House,False,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_model_town_full_furnished_5_marla_double_storey_house_available_for_rent_in_model_town_multan-52969094-1147-4.html
DHA Villas 6 Marla Villa Rent @65 thousand,PKR 65 Thousand,65000,3,4,6 Marla,1350.0,48,House,False,10,10Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/jinnah_avenue_serene_villas_dha_villas_6_marla_villa_rent_65_thousand-54220087-22097-4.html
05 Marla Ultra Luxurious Designer House For Rent In Buch Executive Villas Multan,PKR 50 Thousand,50000,4,5,5 Marla,1125.0,44,House,True,32,32Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_rent_in_buch_executive_villas_multan-53238058-8627-4.html
5 marla House Avaliable For Rent Mps Rod Bahdarpur Shalimar Bosan Rod,PKR 51 Thousand,51000,4,5,5 Marla,1125.0,45,House,True,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_bahadurpur_5_marla_house_avaliable_for_rent_mps_rod_bahdarpur_shalimar_bosan_rod-54476931-8620-4.html
20 Marla Double Story Beautiful House For Rent Gated society Near wapda Town Phase 1,PKR 1.5 Lakh,150000,6,6,1 Kanal,4500.0,33,House,True,5,5Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_wapda_town_20_marla_double_story_beautiful_house_for_rent_gated_society_near_wapda_town_phase_1-54299028-5820-4.html
5 Marla 4 Bed House Available For Rent,PKR 75 Thousand,75000,75,5,5 Marla,1125.0,66,House,True,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_4_bed_house_available_for_rent-54488213-9492-4.html
Well-constructed Brand New House Available For rent In Buch Executive Villas,PKR 92 Thousand,92000,5,5,6 Marla,1350.0,68,House,False,7,7VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_well-constructed_brand_new_house_available_for_rent_in_buch_executive_villas-54486290-8627-4.html
1 Kanal Brand New Luxurious Double Storey Spanish Park Facing House Available For Rent in Wapda Town Phase 2,PKR 2.8 Lakh,280000,5,6,1 Kanal,4500.0,62,House,False,21,21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_1_kanal_brand_new_luxurious_double_storey_spanish_park_facing_house_available_for_rent_in_wapda_town_phase_2-54424129-5825-4.html
Buch Villas House Available For Rent,PKR 60 Thousand,60000,3,4,5 Marla,1125.0,53,House,False,6,6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_buch_villas_house_available_for_rent-54230065-8627-4.html
10 Marla Triple Storey House For Rent In Manik Block Buch Villas Multan 5 Bed With Car Porch,PKR 1.35 Lakh,135000,1,6,10 Marla,2250.0,60,House,True,28,28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_triple_storey_house_for_rent_in_manik_block_buch_villas_multan_5_bed_with_car_porch-53679023-8627-4.html
Brand new house 5 Marla Triple Storey House For Rent In Manik Block Buch Villas Multan 4 Bed With Car Porch,PKR 85 Thousand,85000,85,5,5 Marla,1125.0,75,House,True,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_house_5_marla_triple_storey_house_for_rent_in_manik_block_buch_villas_multan_4_bed_with_car_porch-53678741-8627-4.html
5 Marla With Gas Meter House Available For Rent In Shalimar,PKR 52 Thousand,52000,4,5,5 Marla,1125.0,46,House,True,19,19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_shalimar_colony_5_marla_with_gas_meter_house_available_for_rent_in_shalimar-54203604-346-4.html
7 Marla Double Storey House Is Available For Rent At Cantt Residencia Askari Bypass Road Multan.,PKR 75 Thousand,75000,6,6,8 Marla,1800.0,41,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/askari_bypass_cantt_residencia_7_marla_double_storey_house_is_available_for_rent_at_cantt_residencia_askari_bypass_road_multan-54484840-12362-4.html
9 Marla House Available For Rent,PKR 1.25 Lakh,125000,5,6,9 Marla,2025.0,61,House,False,31,31Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_house_available_for_rent-54366421-8627-4.html
10 Marla Luxury House for Rent in Buch Executive Villas Multan,PKR 1.2 Lakh,120000,5,7,10 Marla,2250.0,53,House,True,12,12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_luxury_house_for_rent_in_buch_executive_villas_multan-54026608-8627-4.html
5 Marla Luxury House for Rent in Buch Executive Villas Multan,PKR 80 Thousand,80000,5,6,7 Marla,1575.0,50,House,True,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxury_house_for_rent_in_buch_executive_villas_multan-54026624-8627-4.html
"5 Marla Luxury House for Rent Royal Orchard, Multan",PKR 88 Thousand,88000,3,4,5 Marla,1125.0,78,House,False,18,18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Multan,for_rent,2026-07-24,https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_luxury_house_for_rent_royal_orchard_multan-54487416-9492-4.html
